temperature,ph,color_score,quality
83.31,5.59,7.63,excellent
83.19,5.47,1.12,average
86.34,5.08,8.57,excellent
87.12,5.14,2.69,average
88.43,5.65,2.23,average
84.42,5.84,3.11,average
82.98,5.6,1.32,bad
87.62,6.3,9.76,good
87.18,6.02,9.58,excellent
85.23,5.51,4.7,good
79.06,4.91,5.02,bad
89.75,4.34,4.36,bad
89.35,5.63,7.14,excellent
85.49,4.72,9.62,good
83.85,5.94,1.54,bad
90.04,5.14,7.3,excellent
86.02,4.96,3.31,bad
80.25,5.2,1.57,bad
82.82,6.37,7.75,average
81.64,5.0,3.71,bad
78.9,5.25,6.88,good
80.97,5.33,5.28,average
80.74,5.45,4.19,average
85.11,5.5,4.4,good
79.91,5.63,9.82,excellent
84.9,5.85,2.12,bad
78.04,6.01,9.56,good
82.51,4.92,4.98,average
75.58,5.81,7.6,average
81.41,5.76,8.4,excellent
79.62,6.04,6.22,average
86.17,6.43,3.53,bad
76.92,5.23,1.0,bad
77.5,5.55,6.88,good
95.47,4.71,5.53,good
90.14,4.84,9.39,excellent
84.02,5.52,9.61,excellent
87.85,5.76,8.76,excellent
88.11,6.51,3.81,bad
79.29,6.0,6.71,average
82.37,5.73,1.47,bad
83.34,5.5,9.11,excellent
90.69,5.25,1.23,average
80.18,4.28,8.42,bad
84.36,6.17,2.65,bad
87.8,5.6,7.41,excellent
88.72,5.97,1.67,bad
80.99,5.58,2.63,average
82.52,5.94,2.22,bad
91.64,5.18,6.07,excellent
88.22,5.92,8.64,excellent
91.27,4.67,1.76,bad
89.27,5.85,6.15,good
97.46,5.96,5.28,excellent
77.92,5.13,4.14,bad
86.6,5.81,4.37,average
95.83,5.62,6.95,excellent
86.67,6.19,4.33,average
79.45,6.05,1.21,bad
94.96,4.85,4.67,good
83.21,6.01,3.85,bad
84.11,6.06,9.94,excellent
91.39,6.31,2.94,bad
80.74,5.9,1.65,bad
92.68,5.94,3.5,good
79.82,6.82,7.09,bad
93.42,4.94,9.85,excellent
79.29,6.17,5.06,bad
84.43,5.97,2.17,bad
79.92,5.28,5.52,average
83.98,5.65,8.11,excellent
80.32,5.25,5.28,average
93.77,6.7,8.31,good
90.24,5.13,3.85,good
80.2,4.55,9.58,average
91.34,4.44,8.85,good
82.38,4.76,4.37,bad
74.38,7.74,3.88,bad
85.44,5.65,9.12,excellent
76.37,6.53,1.52,bad
84.54,5.88,7.09,good
85.12,4.83,6.72,average
82.24,6.2,9.76,good
82.65,5.36,3.21,average
76.73,4.94,1.57,bad
82.97,4.75,3.78,bad
88.1,5.54,2.5,good
86.42,5.1,7.65,excellent
82.01,6.19,5.39,bad
93.09,6.28,1.32,bad
74.03,6.05,7.09,bad
82.9,6.18,6.47,average
81.79,5.29,2.18,bad
79.22,5.03,7.9,average
96.57,6.16,8.95,excellent
83.24,5.97,2.24,bad
74.61,5.71,9.09,good
90.41,6.21,3.33,average
85.07,4.54,8.44,average
87.48,5.78,8.05,excellent
87.95,6.17,5.18,average
85.35,5.12,8.29,excellent
91.64,5.24,7.33,excellent
89.59,6.0,2.32,average
86.2,4.59,2.14,bad
95.41,4.56,3.85,average
77.08,6.04,4.51,bad
83.39,5.26,8.43,excellent
80.7,5.76,3.78,average
82.44,4.73,9.86,good
90.8,5.75,4.71,good
79.36,6.46,8.85,average
82.35,5.01,3.73,bad
81.0,5.17,5.52,average
82.93,5.09,6.2,average
85.76,5.9,5.69,good
92.75,5.16,8.09,excellent
82.38,6.11,7.32,average
78.56,5.97,1.21,bad
84.42,6.21,2.84,bad
80.08,6.34,3.35,bad
76.54,4.84,2.2,bad
93.0,6.56,1.79,bad
95.24,5.94,8.2,excellent
81.98,5.98,1.16,bad
80.21,6.69,1.1,bad
91.8,5.93,8.94,excellent
86.61,5.74,2.02,average
90.15,6.18,8.69,excellent
84.77,6.42,1.86,bad
75.06,4.98,6.0,bad
80.65,4.95,6.5,average
88.43,4.47,2.35,bad
81.18,5.35,8.21,excellent
90.47,6.41,4.31,bad
85.55,5.52,1.44,average
86.34,5.96,8.22,excellent
84.82,5.88,8.19,excellent
80.04,5.32,5.21,average
80.14,5.5,5.81,good
86.56,6.0,4.01,average
85.1,5.92,4.3,average
74.45,4.93,1.07,bad
86.02,5.81,4.55,average
77.43,5.28,3.56,bad
80.82,5.82,7.63,good
82.36,5.03,5.56,average
93.56,4.6,8.02,good
87.3,5.41,4.97,good
89.3,4.75,8.2,good
84.6,6.25,7.33,average
84.9,5.32,1.09,bad
93.67,5.05,4.5,good
85.63,5.25,7.51,excellent
79.39,4.88,1.54,bad
74.86,5.66,1.82,bad
74.36,6.04,3.47,bad
83.16,6.1,4.77,bad
88.21,6.06,6.56,good
81.81,5.4,9.05,excellent
83.44,5.28,1.79,bad
91.09,5.67,4.77,excellent
77.37,5.18,2.54,bad
82.77,4.85,7.96,good
80.26,6.01,4.08,bad
80.7,4.91,7.03,average
87.92,4.58,2.22,bad
94.09,5.12,5.45,excellent
84.21,4.75,6.82,average
80.77,5.62,3.87,average
90.02,5.72,4.03,good
86.65,3.96,4.46,bad
77.03,5.16,4.47,bad
90.61,6.02,1.97,average
90.46,6.44,1.98,bad
80.59,5.99,7.12,average
80.81,6.26,7.65,average
82.22,4.85,8.13,average
86.91,6.16,2.35,bad
84.54,6.01,7.96,good
90.98,5.39,4.42,excellent
87.4,6.14,3.74,bad
80.45,5.6,2.54,average
83.37,5.21,7.8,good
88.33,5.96,6.82,good
88.09,5.33,1.61,average
87.08,4.77,2.12,bad
82.94,5.96,7.3,good
90.61,5.43,2.13,good
91.42,5.34,4.33,good
89.0,5.24,9.62,excellent
99.72,5.56,2.36,excellent
88.52,5.46,6.26,excellent
82.53,4.83,2.54,bad
82.22,5.58,8.83,excellent
92.56,4.85,3.87,average
92.17,6.12,5.46,good
83.08,5.51,2.43,average
75.81,4.94,7.51,average
82.35,5.87,4.39,average
82.62,6.15,6.29,average
80.11,5.8,2.52,bad
77.13,5.99,8.03,average
87.52,5.85,6.31,good
83.76,5.35,4.59,good
87.36,5.18,6.79,excellent
90.2,5.83,7.09,excellent
82.19,5.62,1.94,bad
86.01,5.85,8.5,excellent
94.5,5.48,5.37,excellent
83.45,6.24,3.35,bad
96.69,5.53,6.63,excellent
81.97,4.99,5.6,average
86.67,5.1,6.49,good
85.62,5.01,1.02,bad
89.21,5.47,7.9,excellent
79.02,6.39,3.3,bad
81.79,5.05,2.56,bad
94.04,5.45,6.75,excellent
95.32,5.76,2.98,good
81.11,5.51,3.28,average
81.86,5.53,6.33,good
89.99,5.32,6.28,excellent
90.46,5.2,7.14,excellent
76.3,4.94,2.94,bad
83.71,5.8,7.74,good
80.44,5.61,2.21,bad
90.96,6.29,3.59,bad
87.21,5.91,7.29,good
87.56,5.2,9.42,excellent
84.78,5.21,9.21,excellent
86.81,5.28,9.75,excellent
90.17,4.64,5.89,average
83.02,5.14,5.53,average
78.31,5.77,7.07,good
82.88,5.03,1.26,bad
92.24,5.67,7.81,excellent
87.2,5.13,3.97,average
93.14,5.68,1.84,good
97.28,6.15,4.53,good
86.22,6.62,3.55,bad
79.47,4.67,5.09,bad
86.96,5.37,6.15,excellent
94.56,5.66,1.73,good
76.27,4.8,9.9,average
88.75,6.04,2.85,average
86.47,5.94,7.53,good
85.69,5.42,5.63,good
79.88,5.87,1.96,bad
85.32,5.67,2.29,average
84.19,5.17,1.91,bad
88.41,5.25,6.74,excellent
85.93,5.23,5.03,good
87.51,4.79,8.12,good
82.59,5.23,1.55,bad
88.54,5.35,7.34,excellent
80.05,5.17,3.73,bad
88.06,5.53,3.5,good
82.55,5.17,2.21,bad
88.67,5.83,8.79,excellent
79.02,5.08,1.3,bad
79.86,5.08,2.58,bad
81.8,5.41,8.05,excellent
80.49,6.29,6.88,bad
79.72,6.3,7.25,bad
80.22,5.53,5.0,good
84.75,5.62,6.15,good
77.61,5.69,2.58,bad
79.99,5.75,8.2,good
84.36,5.49,5.23,good
84.51,5.09,7.35,good
85.57,5.61,6.83,excellent
85.91,5.85,2.59,average
94.96,5.04,8.15,excellent
92.17,5.65,6.43,excellent
82.7,5.0,1.57,bad
77.28,5.94,8.76,good
84.54,4.9,4.8,average
86.75,5.28,7.68,excellent
76.2,5.8,2.62,bad
83.03,5.41,7.98,excellent
83.85,5.61,5.86,good
75.29,5.11,7.63,average
91.98,5.46,5.21,excellent
84.81,5.46,1.63,average
92.46,5.1,5.55,good
81.81,5.66,5.41,good
88.02,4.95,5.91,good
91.26,5.57,1.05,average
77.85,5.44,3.37,average
85.1,5.22,7.14,good
88.54,5.86,1.99,average
87.99,5.37,4.35,good
76.84,5.89,3.94,bad
94.32,6.56,2.64,bad
83.06,4.81,5.8,average
89.98,4.77,3.46,bad
77.77,6.39,9.04,average
90.99,5.5,2.43,good
88.96,6.75,1.67,bad
94.16,5.32,9.2,excellent
86.73,4.94,1.42,bad
80.59,5.92,6.3,average
82.01,5.63,8.31,excellent
87.06,5.75,5.68,good
80.11,6.31,9.99,good
86.05,5.47,7.62,excellent
87.93,5.21,3.73,average
82.83,5.53,8.1,excellent
75.23,5.85,3.7,bad
80.33,5.23,2.55,bad
79.89,5.62,4.91,average
88.0,5.27,3.04,average
87.04,5.36,5.17,good
84.05,5.78,6.7,good
91.12,4.77,3.75,average
91.39,5.77,9.58,excellent
79.26,5.63,1.65,bad
90.24,5.13,1.3,average
86.8,5.73,1.9,average
80.36,4.93,8.44,good
87.26,6.36,6.93,average
85.57,5.58,5.5,good
80.0,6.3,4.95,bad
77.32,5.49,1.32,bad
89.85,5.77,9.23,excellent
84.37,5.51,9.88,excellent
87.05,4.33,1.31,bad
86.92,5.26,9.14,excellent
93.73,5.51,6.94,excellent
87.48,5.39,4.56,good
87.63,5.12,5.1,good
86.97,6.87,2.84,bad
80.73,5.74,5.09,average
90.15,5.01,6.45,good
87.94,5.36,1.32,average
79.38,5.43,7.99,excellent
74.64,6.02,4.25,bad
90.74,5.95,7.59,excellent
85.83,4.4,4.13,bad
72.56,5.74,8.15,average
91.29,5.02,2.86,average
94.28,5.52,1.76,good
83.64,5.71,7.18,good
83.63,5.38,6.15,good
89.25,5.27,1.22,average
80.37,5.43,3.28,average
73.99,5.44,8.59,good
84.12,4.98,2.09,bad
83.19,5.69,6.49,good
95.05,5.8,7.94,excellent
84.59,6.23,5.29,average
78.11,5.74,4.24,average
91.1,6.38,8.58,good
78.66,6.2,3.83,bad
77.4,4.86,5.04,bad
87.25,5.11,3.23,average
79.67,5.29,6.02,average
94.92,5.16,1.2,average
86.12,5.79,7.14,excellent
90.5,5.19,9.58,excellent
91.84,5.75,8.27,excellent
88.66,4.71,8.42,good
91.59,5.6,2.85,good
83.07,5.76,9.84,excellent
85.72,4.94,1.23,bad
85.68,6.0,1.86,bad
83.45,5.56,1.36,average
83.68,4.98,2.61,bad
79.35,5.55,2.98,average
79.85,5.39,7.81,good
82.98,6.09,1.98,bad
90.89,5.58,9.34,excellent
78.95,5.81,1.09,bad
85.16,5.8,8.84,excellent
80.89,6.5,7.51,bad
82.67,5.7,4.85,average
84.77,5.17,6.76,good
80.25,5.6,3.51,average
90.52,5.0,1.29,bad
88.5,5.34,6.94,excellent
76.74,5.82,1.28,bad
83.71,5.91,2.54,bad
86.07,5.69,1.15,bad
91.11,5.49,6.91,excellent
86.12,5.01,2.35,bad
81.38,5.56,6.29,good
83.44,5.61,7.09,excellent
81.38,5.28,8.05,good
84.77,5.15,9.63,excellent
91.95,5.57,1.87,good
80.48,5.34,7.75,good
91.43,5.69,9.9,excellent
83.88,5.63,3.36,average
85.7,4.89,3.98,bad
78.93,4.84,7.8,average
90.64,4.66,8.04,good
97.02,5.72,5.72,excellent
80.41,5.8,6.04,average
83.9,5.36,6.22,good
82.99,5.82,8.67,excellent
87.55,6.01,8.96,excellent
85.55,6.44,3.83,bad
91.78,5.73,2.93,good
83.3,5.73,5.36,good
86.4,5.49,8.18,excellent
81.42,5.41,3.39,average
86.25,5.72,5.47,good
85.38,5.91,2.88,bad
86.79,4.85,1.32,bad
90.79,5.39,8.35,excellent
82.75,5.32,9.44,excellent
89.86,5.49,3.79,good
89.11,5.51,8.02,excellent
90.68,5.49,4.65,excellent
84.68,6.36,2.3,bad
86.73,6.3,6.48,average
91.53,5.57,8.96,excellent
87.55,5.5,3.63,good
81.14,5.43,2.25,average
78.78,5.67,8.48,good
77.15,5.77,7.99,good
78.51,5.37,2.96,bad
93.08,5.32,5.09,excellent
85.92,6.3,3.11,bad
90.16,5.95,1.9,average
85.88,5.37,4.59,good
71.98,4.86,9.63,average
84.87,5.08,4.68,average
80.42,5.57,7.88,excellent
80.71,5.91,7.18,good
86.06,5.6,9.88,excellent
81.1,5.24,8.03,good
88.11,4.26,5.64,bad
83.21,6.22,6.45,average
86.96,5.17,1.69,bad
78.49,4.89,1.96,bad
83.66,5.82,5.06,average
87.7,5.07,2.12,bad
90.52,5.23,3.27,good
88.79,6.92,1.92,bad
84.79,5.62,9.28,excellent
81.5,4.91,8.37,good
89.84,4.58,7.1,average
84.43,5.82,6.53,good
83.01,5.72,5.18,good
94.55,6.17,2.7,average
87.95,5.87,4.51,good
84.12,5.51,8.81,excellent
86.79,6.32,3.62,bad
86.21,5.73,7.96,excellent
85.0,6.17,6.34,average
89.36,4.98,9.98,excellent
93.65,6.79,1.33,bad
86.69,5.82,3.21,average
95.18,5.43,6.31,excellent
81.76,4.78,2.26,bad
86.25,5.2,1.89,bad
90.59,5.08,8.76,excellent
74.38,5.04,8.95,average
87.86,5.44,5.31,excellent
80.55,6.99,7.15,bad
85.04,5.96,2.97,bad
74.14,5.53,8.66,good
82.2,5.74,6.64,good
79.1,4.34,7.94,bad
87.03,5.12,7.6,excellent
85.57,5.53,6.98,excellent
94.96,6.1,3.67,good
76.03,5.09,7.02,average
94.27,5.36,6.67,excellent
85.38,5.86,4.38,average
71.98,5.19,7.39,average
90.26,5.53,9.16,excellent
75.08,5.84,3.21,bad
80.35,6.6,7.26,bad
77.04,5.33,5.51,average
87.2,5.51,8.92,excellent
72.98,5.14,5.84,bad
77.19,5.78,2.21,bad
81.35,5.8,7.26,good
81.58,5.64,3.33,average
82.31,6.35,8.87,average
84.5,5.44,3.15,average
88.47,5.17,4.63,good
82.95,5.7,1.86,bad
82.07,6.37,3.67,bad
80.99,5.24,9.41,excellent
83.6,6.87,2.02,bad
85.6,5.37,4.9,good
85.01,5.0,8.99,excellent
88.62,5.04,6.48,good
83.53,5.75,9.11,excellent
86.13,5.0,7.03,good
91.6,6.41,3.94,bad
79.72,5.4,8.51,excellent
81.36,4.71,9.76,good
85.22,5.51,6.19,excellent
77.18,5.16,9.57,good
84.97,5.62,1.2,average
88.75,5.8,6.62,excellent
82.87,5.09,4.79,average
83.74,5.88,1.27,bad
85.93,5.63,7.32,excellent
82.85,5.33,2.2,average
78.4,5.17,6.01,average
83.42,5.65,8.59,excellent
84.8,5.65,4.3,good
80.96,5.29,6.19,good
87.58,5.35,7.99,excellent
82.47,3.83,5.68,bad
83.32,6.19,7.49,average
70.04,5.01,9.77,average
86.45,6.14,7.95,good
86.19,5.7,2.44,average
84.59,4.85,7.63,good
72.5,6.16,5.49,bad
80.9,6.49,4.44,bad
82.85,5.31,8.72,excellent
86.04,4.97,7.26,good
83.44,6.18,9.32,good
88.65,5.61,1.08,average
85.39,4.96,2.62,bad
92.33,5.94,7.04,excellent
90.24,6.08,5.11,good
86.48,5.9,3.5,average
83.32,5.72,4.27,average
97.7,5.6,6.04,excellent
89.15,4.94,1.49,bad
86.14,5.13,5.4,good
88.9,5.2,7.35,excellent
80.29,5.04,8.96,good
79.24,6.04,3.57,bad
93.31,5.8,1.83,average
84.94,5.31,1.9,average
89.51,5.86,9.73,excellent
86.61,6.45,8.62,average
89.41,5.14,6.55,excellent
72.19,5.12,3.12,bad
87.46,6.95,3.76,bad
85.99,4.75,3.66,bad
86.06,5.87,5.18,good
86.24,5.31,6.44,excellent
81.84,5.52,7.0,excellent
87.55,6.05,8.89,excellent
80.0,5.92,3.6,bad
89.27,5.44,4.49,excellent
84.69,4.11,3.56,bad
86.92,5.22,5.77,good
91.78,5.47,6.39,excellent
81.11,5.29,8.37,excellent
90.72,5.42,8.75,excellent
86.29,5.46,3.59,good
89.86,5.77,1.18,average
84.01,5.69,5.7,good
86.45,5.52,5.34,excellent
85.88,5.5,3.59,good
87.85,5.01,8.54,excellent
80.89,5.19,5.56,average
83.2,5.59,1.94,average
89.12,5.1,4.67,good
89.83,5.85,6.41,excellent
84.56,4.04,1.58,bad
89.45,5.6,8.15,excellent
79.05,5.34,9.03,excellent
91.16,4.67,2.78,bad
84.4,6.09,5.33,average
88.17,5.46,5.43,excellent
93.98,5.66,3.77,excellent
88.48,5.42,7.3,excellent
83.65,5.34,8.89,excellent
91.32,5.89,9.49,excellent
78.82,4.75,5.77,bad
79.99,4.84,3.83,bad
90.28,5.08,9.24,excellent
82.4,5.68,8.92,excellent
85.16,5.09,9.89,excellent
89.19,6.42,6.81,average
79.44,5.29,8.95,excellent
90.95,6.11,6.66,good
78.44,5.34,8.77,excellent
79.39,5.62,1.51,bad
88.72,5.54,9.49,excellent
77.07,5.9,8.27,good
87.99,5.23,3.55,average
86.76,5.67,7.0,excellent
80.17,4.91,4.34,bad
75.41,5.15,2.93,bad
89.46,5.41,2.6,good
95.46,5.36,5.83,excellent
87.66,5.75,7.98,excellent
82.96,5.28,3.3,average
87.45,5.18,4.64,good
79.63,4.83,2.48,bad
81.98,5.86,1.88,bad
85.37,5.51,2.51,average
81.16,5.53,4.26,average
88.17,5.14,7.11,excellent
82.59,6.02,3.35,bad
88.6,6.01,3.32,average
78.57,4.83,9.22,average
90.29,5.23,9.43,excellent
79.31,6.33,5.9,bad
91.67,5.96,9.96,excellent
77.59,6.68,9.0,bad
83.08,5.56,3.74,average
87.28,5.61,4.68,good
88.69,5.32,5.0,good
82.04,5.3,6.48,good
84.24,5.33,2.52,average
80.51,4.25,8.44,bad
83.71,6.11,1.18,bad
90.26,4.59,7.48,good
89.27,5.26,3.65,good
83.51,5.35,5.32,good
73.18,4.01,6.54,bad
86.05,4.98,4.79,average
72.87,6.06,4.28,bad
87.04,4.91,2.62,bad
80.87,6.07,2.64,bad
91.68,5.24,3.82,good
88.61,5.51,2.89,good
91.4,6.85,6.76,bad
84.6,5.25,4.93,good
77.0,4.63,4.59,bad
85.65,5.79,5.81,good
86.75,5.31,3.22,average
83.3,5.36,8.74,excellent
89.1,4.97,5.11,good
82.9,5.3,2.03,bad
80.1,4.89,2.37,bad
82.11,6.26,2.14,bad
80.01,5.77,1.75,bad
82.91,4.7,8.69,average
79.38,5.57,8.68,excellent
87.18,5.96,8.12,excellent
84.17,5.43,7.81,excellent
73.96,6.19,4.1,bad
83.04,5.9,2.05,bad
87.4,5.46,7.56,excellent
78.57,5.98,2.55,bad
91.83,5.02,1.21,average
75.16,5.04,9.07,average
87.83,4.89,5.53,average
74.55,5.33,9.58,good
80.88,5.05,1.26,bad
92.93,6.02,9.95,excellent
84.25,6.65,1.17,bad
90.28,5.37,3.09,good
72.56,5.44,4.35,bad
86.29,6.06,3.19,bad
82.26,6.21,1.19,bad
78.1,5.36,7.75,good
83.27,6.09,9.26,good
87.41,5.81,3.92,average
81.49,5.73,7.63,good
79.35,5.59,9.02,excellent
90.25,6.71,8.27,average
89.89,4.86,2.53,bad
83.86,5.55,3.22,average
90.29,5.6,9.5,excellent
77.59,5.52,1.78,bad
85.42,5.14,8.29,excellent
81.79,6.03,2.34,bad
88.16,4.92,7.22,good
85.3,5.32,3.97,average
79.75,6.22,2.83,bad
86.68,4.63,1.27,bad
87.49,4.64,8.65,good
93.45,5.12,5.96,excellent
89.77,5.39,4.92,excellent
88.23,4.7,9.18,good
77.64,4.73,7.55,bad
84.02,5.56,2.67,average
77.43,6.56,3.87,bad
90.61,6.47,9.99,good
89.43,4.78,2.88,bad
91.59,5.25,7.08,excellent
82.05,5.96,8.14,good
84.75,5.38,3.12,average
83.78,5.59,4.06,good
80.03,5.74,8.92,excellent
94.52,4.99,3.88,good
90.35,4.79,6.83,good
85.28,5.69,2.54,average
90.41,6.08,1.61,bad
87.7,5.94,2.9,average
91.0,6.01,5.12,good
91.01,6.02,5.27,good
85.49,5.08,7.6,good
83.04,5.23,4.67,average
87.61,5.78,7.04,excellent
91.64,4.73,9.81,excellent
81.33,4.87,9.02,good
91.38,5.17,4.95,good
80.93,5.32,8.44,excellent
89.76,5.73,1.1,average
80.86,6.45,8.12,average
83.27,5.56,1.11,bad
76.58,5.65,1.72,bad
84.33,5.33,5.67,good
88.71,5.38,3.22,good
84.43,5.18,5.26,good
83.62,5.78,4.86,average
95.26,6.16,9.84,excellent
75.48,5.88,1.58,bad
84.12,6.18,4.08,bad
83.34,5.66,9.27,excellent
94.77,4.82,2.4,average
88.77,5.16,9.21,excellent
84.81,5.66,3.0,average
84.41,5.2,5.4,good
82.89,5.25,6.85,good
90.49,5.93,2.04,average
91.14,5.35,1.23,average
82.21,4.94,6.12,average
81.85,6.11,9.49,good
85.75,5.37,1.18,average
91.87,5.49,7.38,excellent
78.23,5.71,4.85,average
84.93,5.14,6.41,good
84.52,5.97,8.03,good
85.71,5.67,7.35,excellent
77.15,5.3,7.61,good
83.16,5.57,7.69,excellent
81.44,5.84,3.96,average
82.92,7.02,3.86,bad
86.46,5.28,8.43,excellent
81.1,5.31,4.41,average
84.37,5.42,1.83,average
78.44,5.43,8.58,excellent
82.62,5.38,2.95,average
89.26,5.3,9.15,excellent
85.36,5.17,8.33,excellent
84.71,5.84,6.58,good
86.98,5.56,7.89,excellent
85.41,5.59,9.06,excellent
85.01,5.74,2.76,average
79.61,5.54,6.48,good
82.26,5.88,6.91,good
93.06,5.36,3.5,good
81.29,5.23,9.62,excellent
94.17,5.02,4.52,good
79.54,6.17,9.99,good
88.03,5.26,8.46,excellent
88.22,6.11,9.13,excellent
80.2,5.21,9.08,excellent
97.06,5.73,3.08,excellent
91.22,5.28,6.73,excellent
81.42,4.94,6.26,average
78.14,6.22,7.32,bad
87.6,6.35,2.3,bad
88.79,5.96,7.65,excellent
90.33,6.35,7.59,good
88.42,5.19,5.63,good
86.66,6.23,1.47,bad
86.04,5.45,3.98,good
82.05,5.06,2.56,bad
80.98,5.05,4.2,bad
90.27,5.88,3.03,average
83.26,5.26,9.05,excellent
78.96,5.85,7.38,good
88.04,6.25,6.89,good
84.51,6.47,4.51,bad
87.07,4.96,2.8,bad
87.3,4.81,4.09,bad
84.98,5.56,7.3,excellent
77.96,6.2,2.77,bad
83.87,5.92,8.24,good
85.07,5.78,1.94,bad
79.69,5.75,2.37,bad
83.9,6.42,3.28,bad
96.54,5.91,9.44,excellent
73.04,5.9,9.93,good
88.73,6.25,7.36,good
85.4,5.31,2.39,average
84.65,4.63,7.21,average
86.6,5.54,6.03,excellent
84.12,4.71,2.33,bad
87.13,5.19,2.29,average
95.95,5.44,7.03,excellent
73.43,5.84,4.95,bad
86.87,6.28,5.92,average
81.04,6.71,8.47,bad
89.89,4.85,6.78,good
80.25,5.23,9.02,excellent
78.62,5.9,2.19,bad
81.03,5.1,5.85,average
77.52,5.27,2.25,bad
81.76,5.41,5.81,good
80.82,5.79,9.85,excellent
90.42,6.27,4.02,average
83.36,5.01,6.07,average
82.56,5.8,3.22,average
83.21,5.29,1.79,bad
91.61,5.55,4.52,excellent
88.05,5.9,1.55,bad
74.15,5.79,4.99,bad
91.37,5.44,7.23,excellent
87.0,4.98,3.7,average
87.5,5.49,6.41,excellent
81.25,5.6,1.47,bad
83.98,5.95,9.19,excellent
88.08,5.46,3.08,good
74.63,5.47,6.69,good
86.2,6.43,3.39,bad
85.2,4.89,5.81,average
89.71,6.45,9.65,good
86.38,5.17,7.83,excellent
76.95,6.1,1.77,bad
89.61,5.71,6.42,excellent
92.91,5.21,8.24,excellent
82.69,5.46,8.41,excellent
84.52,5.34,3.62,average
92.14,5.43,4.17,excellent
78.69,5.41,4.01,average
80.92,6.22,4.26,bad
85.38,4.73,8.85,good
75.2,5.34,4.73,average
92.23,5.45,6.15,excellent
83.32,6.11,8.86,good
84.71,5.46,4.44,good
80.02,5.26,2.12,bad
89.28,5.92,3.3,average
80.75,5.51,4.56,good
89.61,5.37,3.59,good
77.42,4.92,5.6,bad
87.76,4.96,5.1,average
85.83,5.42,9.74,excellent
89.27,5.95,9.98,excellent
86.63,6.19,6.62,average
81.17,5.84,3.91,average
84.14,6.12,9.0,good
83.58,4.13,7.76,bad
79.54,5.14,8.5,good
86.54,5.74,7.07,excellent
81.96,4.86,5.54,bad
88.58,5.49,9.57,excellent
90.9,5.51,6.73,excellent
84.98,5.7,2.39,average
90.37,5.27,6.19,excellent
91.31,6.1,1.0,bad
80.16,5.43,9.02,excellent
92.01,5.18,8.43,excellent
82.82,5.04,6.34,average
89.69,5.63,9.08,excellent
77.5,5.46,5.44,average
87.49,5.62,9.43,excellent
91.18,5.83,8.41,excellent
91.05,6.19,3.36,average
84.49,5.57,5.44,good
86.72,6.24,1.73,bad
89.76,4.96,2.24,bad
84.87,5.52,6.29,excellent
87.27,5.93,9.18,excellent
84.91,5.99,9.87,excellent
82.17,5.84,4.16,average
88.01,5.21,6.39,excellent
82.65,6.11,9.26,good
75.6,4.76,2.06,bad
80.45,5.26,5.76,average
89.48,5.79,7.29,excellent
91.5,5.11,2.21,average
86.57,6.06,6.52,good
94.96,5.72,8.78,excellent
86.48,5.48,5.95,excellent
84.15,5.06,3.43,bad
87.18,5.26,2.27,average
84.88,5.65,9.26,excellent
88.39,5.74,7.05,excellent
84.18,5.46,9.63,excellent
92.95,5.74,2.61,good
84.03,5.13,1.94,bad
84.36,4.86,1.17,bad
73.07,5.48,3.84,bad
89.96,6.0,2.76,average
91.4,5.09,1.4,average
84.23,5.71,3.34,average
97.8,5.57,5.66,excellent
85.81,5.59,5.72,good
83.06,5.65,2.49,average
95.04,4.72,7.04,good
87.97,5.45,9.21,excellent
84.84,6.4,2.06,bad
84.88,5.06,8.89,excellent
84.97,5.96,2.16,bad
88.91,5.3,2.1,average
94.68,5.43,2.36,good
81.4,5.55,4.51,good
80.69,4.74,8.88,average
85.74,5.21,7.37,excellent
88.19,6.27,6.77,average
84.93,4.79,5.21,average
88.77,4.86,5.59,average
91.18,6.12,8.97,excellent
89.99,5.49,2.18,good
88.64,5.47,2.43,good
90.35,5.7,8.44,excellent
86.49,5.52,9.75,excellent
93.33,6.28,8.87,excellent
90.75,6.28,7.42,good
88.46,6.23,3.5,bad
92.97,4.89,6.9,excellent
86.05,5.44,5.07,good
85.12,5.68,9.34,excellent
86.91,5.8,4.02,average
84.76,5.05,8.36,good
91.0,5.52,8.77,excellent
84.26,5.47,4.02,good
85.29,5.48,7.33,excellent
87.53,5.64,9.23,excellent
84.1,5.05,6.26,good
91.39,5.55,8.38,excellent
86.14,5.52,9.95,excellent
76.1,5.43,2.79,bad
84.39,5.98,8.87,excellent
75.44,5.63,3.39,bad
98.18,6.21,6.31,excellent
87.84,5.08,6.73,good
91.78,4.72,1.08,bad
83.56,5.7,8.19,excellent
76.49,5.29,8.7,good
84.14,4.07,9.98,bad
83.32,4.91,7.24,average
87.18,6.3,5.89,average
86.66,5.04,6.72,good
88.02,5.06,9.14,excellent
81.87,5.82,9.1,excellent
84.42,6.17,7.16,average
90.11,5.81,9.84,excellent
85.69,5.47,7.86,excellent
86.68,6.18,6.7,average
89.1,6.1,6.98,good
82.34,5.57,7.39,excellent
85.29,6.98,4.67,bad
84.66,5.37,4.75,good
90.77,6.67,9.94,good
87.17,5.42,1.06,average
77.72,6.23,1.42,bad
79.92,5.3,8.39,good
88.05,5.25,3.39,average
89.32,5.62,3.39,good
87.29,5.56,9.87,excellent
87.57,5.75,3.37,average
