temp,humidity,aroma,color,quality
27.04,58.84,287,168,Average
22.92,78.75,1483,158,Bad
33.24,69.92,1392,141,Good
37.49,45.38,690,183,Bad
26.7,86.37,549,80,Average
35.57,64.44,1858,184,Average
35.07,71.0,1018,62,Average
24.59,59.2,520,74,Bad
34.68,69.77,685,155,Bad
27.02,46.35,1150,165,Average
22.24,85.82,1163,97,Average
25.92,47.93,1170,85,Good
21.43,56.84,1725,80,Good
30.45,53.42,979,93,Excellent
33.49,54.79,1284,50,Average
39.21,85.91,1469,166,Bad
35.31,70.95,387,159,Bad
39.75,60.82,1153,190,Average
28.51,58.96,951,69,Good
35.75,55.9,1790,51,Average
25.22,78.83,1841,160,Average
35.4,73.31,418,178,Bad
26.8,81.44,514,113,Average
36.4,87.75,1266,97,Average
34.87,48.62,1974,98,Average
39.49,43.32,1992,50,Bad
31.17,42.96,531,90,Average
32.93,72.6,264,168,Bad
22.9,86.45,450,133,Bad
23.05,89.72,1161,190,Bad
35.16,43.48,1943,177,Bad
32.06,84.63,1158,56,Bad
20.96,67.8,508,192,Bad
26.53,58.55,1399,71,Good
38.62,87.45,983,161,Bad
35.81,57.12,1628,127,Good
37.07,54.2,561,189,Bad
26.22,45.69,687,99,Average
26.49,48.64,1249,91,Good
32.94,59.64,383,116,Average
30.5,83.54,1705,51,Average
24.0,69.46,263,55,Bad
38.9,60.59,505,92,Average
34.55,66.8,1099,70,Average
33.94,82.92,1373,89,Average
25.23,78.68,460,123,Average
30.06,78.4,394,126,Average
24.54,40.03,1979,50,Bad
39.91,66.2,1951,55,Average
36.76,49.56,481,69,Bad
39.37,76.89,501,119,Bad
25.13,85.55,1687,112,Good
38.58,63.12,761,70,Bad
30.87,77.06,1805,181,Average
26.78,85.13,1131,82,Good
29.58,62.89,1882,171,Good
35.59,65.28,1275,73,Average
21.47,40.71,1755,52,Bad
36.23,51.96,387,77,Bad
38.72,59.52,521,73,Bad
25.35,59.32,1476,138,Excellent
32.11,69.84,983,108,Good
37.58,48.53,615,126,Bad
29.86,47.8,1551,57,Average
25.5,70.27,851,92,Excellent
37.99,66.58,805,67,Average
35.51,67.85,1607,87,Good
26.14,45.36,1516,126,Good
23.55,52.03,846,86,Good
29.84,63.52,663,101,Good
27.13,55.2,946,186,Good
32.98,56.77,982,86,Good
21.25,74.49,1126,82,Good
28.22,53.04,967,130,Excellent
25.4,67.14,296,193,Average
26.35,84.94,1578,72,Average
23.7,83.8,1917,77,Bad
37.84,72.52,787,61,Bad
32.99,77.16,1448,170,Bad
36.61,84.05,1723,166,Bad
34.59,71.22,1727,56,Average
23.87,89.71,1937,66,Bad
22.28,79.7,846,63,Bad
25.13,40.07,460,148,Average
20.5,42.94,1385,154,Bad
22.47,63.49,734,124,Average
32.76,45.97,358,60,Bad
31.67,60.01,1314,138,Excellent
30.04,90.0,1800,186,Average
29.51,40.53,926,111,Good
35.5,63.78,1560,122,Good
28.04,50.35,987,107,Excellent
34.43,76.03,1121,63,Bad
37.33,82.85,744,79,Bad
23.45,62.74,1443,170,Average
22.08,83.85,1601,75,Bad
27.68,42.28,1258,194,Average
35.47,44.99,1226,165,Bad
26.57,64.16,856,143,Excellent
24.0,88.33,1690,77,Bad
32.51,56.12,1448,63,Average
38.56,57.53,1127,140,Good
26.32,84.58,1762,149,Good
24.1,50.83,928,109,Good
24.38,81.94,1948,123,Average
29.22,48.27,1578,137,Good
21.39,55.03,1397,138,Good
30.01,84.06,1410,76,Average
35.12,45.81,1246,173,Bad
21.63,76.8,662,161,Bad
21.91,77.38,901,120,Average
37.67,45.39,1065,164,Bad
32.38,85.62,670,64,Bad
31.95,67.6,1169,163,Good
29.44,63.21,1358,108,Excellent
24.97,83.61,1029,98,Average
34.75,56.94,1974,194,Average
28.02,80.41,1345,118,Good
20.69,68.19,1421,136,Good
30.64,41.28,1898,127,Good
36.16,71.53,880,112,Good
20.44,67.81,1897,145,Good
29.31,61.35,792,172,Average
29.55,42.79,971,137,Good
30.38,44.84,1974,122,Good
29.88,84.38,451,68,Bad
21.97,45.63,398,156,Bad
24.54,63.57,438,51,Bad
34.98,70.2,673,147,Average
34.44,57.83,592,108,Average
21.46,89.21,263,112,Bad
21.31,63.2,641,90,Average
33.47,47.98,763,93,Bad
22.37,85.31,1699,192,Bad
24.52,60.05,1165,119,Good
27.94,54.11,453,107,Good
23.59,59.19,361,58,Bad
29.11,46.82,924,161,Average
37.96,81.68,1322,199,Bad
39.03,44.05,1777,61,Bad
26.78,52.97,881,60,Good
35.74,58.83,947,185,Average
27.36,41.25,1198,82,Good
22.24,49.87,1350,105,Average
34.36,70.7,471,119,Average
30.12,86.68,745,141,Average
24.47,75.87,1282,130,Average
26.46,87.03,902,147,Good
30.11,51.69,1688,103,Excellent
31.51,57.64,728,136,Good
20.42,69.35,1568,107,Good
32.4,75.54,1024,126,Average
29.63,73.72,1338,61,Good
31.86,76.84,579,91,Average
33.45,62.02,1831,157,Average
31.2,57.26,720,77,Average
29.26,87.06,1166,141,Good
27.51,79.39,525,86,Average
21.85,64.43,938,178,Average
28.22,85.05,1485,156,Average
39.13,79.11,843,99,Average
37.98,89.17,1776,143,Average
34.59,78.1,834,98,Average
29.74,59.0,573,87,Good
39.32,69.8,505,118,Average
35.15,50.28,959,82,Good
39.05,45.97,814,177,Bad
32.32,42.02,1305,194,Bad
39.74,88.83,1182,167,Bad
37.39,81.35,623,63,Bad
38.43,61.09,367,80,Average
34.74,61.0,1350,143,Good
36.61,71.44,257,135,Average
25.98,57.09,1547,107,Excellent
28.21,43.47,340,160,Bad
24.53,68.86,1068,103,Good
25.74,75.55,1394,61,Average
32.55,54.93,1363,135,Good
31.54,77.04,837,161,Average
26.88,85.07,1882,105,Good
24.88,40.01,1369,157,Bad
30.69,62.07,1057,108,Excellent
32.14,49.74,1754,116,Average
34.19,78.94,1420,86,Average
32.36,63.81,996,103,Good
27.54,60.36,791,140,Good
20.94,44.98,345,149,Bad
36.68,63.31,1193,81,Good
23.79,89.0,363,93,Bad
39.94,65.39,1237,102,Good
37.19,87.34,970,147,Average
38.78,56.05,578,193,Bad
20.42,71.11,1923,71,Average
30.16,48.28,499,95,Average
25.2,72.08,500,138,Good
39.27,72.24,1310,156,Average
23.07,44.09,1780,163,Bad
20.4,77.41,1759,145,Average
39.39,63.4,1952,128,Good
30.46,85.53,1090,100,Good
32.65,59.34,768,82,Average
29.99,46.47,263,88,Average
22.62,64.36,657,92,Average
39.3,71.08,888,50,Average
39.96,66.5,912,55,Average
37.75,69.46,337,190,Bad
37.41,52.3,1992,178,Average
36.46,46.11,206,110,Bad
30.16,62.39,676,110,Good
21.87,76.58,1861,109,Average
35.35,86.58,847,129,Average
21.13,84.19,1702,126,Average
34.34,63.85,257,112,Average
21.15,79.82,1102,198,Bad
38.5,68.14,1578,151,Average
37.39,83.62,239,76,Bad
31.2,84.11,532,115,Average
36.74,42.17,784,69,Bad
30.03,71.91,1705,51,Good
23.15,70.54,1250,126,Good
26.23,51.11,1032,60,Good
38.86,80.45,1144,52,Bad
34.76,65.22,1282,140,Good
39.72,60.43,231,154,Bad
23.66,45.98,1776,54,Bad
37.21,78.97,836,145,Average
34.94,51.39,783,85,Average
32.45,70.92,1463,113,Good
21.85,83.16,1970,97,Average
37.51,67.91,1921,147,Good
23.27,64.1,1303,116,Good
32.65,52.8,877,150,Good
26.44,45.75,905,196,Average
38.95,89.88,1343,127,Average
22.26,45.66,1509,105,Average
32.06,84.87,1898,180,Bad
35.02,60.14,1353,64,Average
28.99,74.6,678,175,Average
24.5,49.01,691,156,Bad
32.99,45.78,1428,126,Average
31.39,67.77,1897,113,Excellent
28.26,69.91,738,178,Average
23.65,54.34,1586,78,Average
32.1,56.73,404,159,Bad
31.94,45.1,1958,71,Average
31.19,76.52,316,77,Bad
32.78,89.94,1766,64,Bad
33.23,76.26,451,109,Bad
35.76,56.11,1050,152,Average
35.78,46.41,933,168,Bad
38.29,73.49,477,186,Bad
36.23,62.11,1988,156,Average
35.76,46.95,1955,177,Bad
26.47,44.56,1313,74,Average
34.79,65.12,709,155,Bad
23.69,58.69,391,99,Average
33.67,74.23,1142,104,Good
26.57,44.62,925,195,Average
33.71,80.99,1041,192,Bad
22.35,74.26,1757,75,Average
39.11,74.87,1556,93,Good
29.17,63.9,1862,130,Excellent
33.56,54.21,1130,154,Average
29.91,81.16,625,127,Average
22.24,41.44,547,100,Bad
28.21,54.57,1646,167,Good
38.9,82.71,1177,91,Average
30.04,43.48,1009,62,Average
34.43,84.15,869,175,Bad
35.19,66.57,609,112,Average
39.72,74.74,1730,178,Average
33.58,77.63,1699,129,Average
27.75,50.19,1093,169,Good
26.52,82.85,1008,82,Good
33.65,46.69,1921,192,Bad
20.58,51.05,1014,125,Good
20.38,83.98,1807,105,Average
31.24,83.88,589,119,Average
21.13,87.22,1585,127,Average
29.52,61.83,1518,185,Good
20.29,40.64,1179,153,Bad
20.67,59.15,1130,53,Average
32.96,68.69,1047,177,Average
37.23,70.19,1358,184,Average
26.96,71.89,1146,180,Good
20.13,48.33,755,98,Bad
22.4,71.0,1311,88,Good
26.95,62.03,1324,151,Good
38.04,57.71,545,53,Bad
35.02,48.78,1049,182,Bad
21.74,69.93,1645,137,Good
34.21,77.13,968,87,Average
32.69,46.73,1028,142,Average
27.79,76.97,696,66,Bad
29.83,85.5,724,114,Average
26.42,85.52,1070,158,Average
39.1,49.24,1931,61,Bad
22.03,89.51,1124,165,Bad
33.94,53.75,504,140,Average
26.36,63.12,280,165,Average
35.29,50.38,336,131,Average
32.32,53.67,825,185,Average
27.94,55.87,339,102,Good
25.59,54.04,1200,58,Good
20.92,43.73,438,106,Bad
35.03,52.41,540,102,Average
34.4,81.0,1300,103,Average
20.04,89.39,758,193,Bad
26.88,62.31,694,188,Average
36.76,78.65,1543,103,Average
27.13,50.84,612,154,Average
29.21,47.92,535,133,Average
36.1,84.66,630,181,Bad
37.3,86.85,592,73,Bad
24.9,70.45,1769,172,Average
30.59,82.26,1924,107,Good
31.02,84.44,273,184,Bad
23.77,55.74,449,170,Bad
21.82,73.6,851,80,Good
21.67,58.65,1792,148,Good
38.82,63.74,353,111,Average
32.04,54.11,973,125,Good
29.89,64.96,1464,89,Excellent
29.29,84.69,1698,186,Average
29.89,48.68,1918,137,Good
39.14,82.24,1328,124,Average
28.95,55.08,726,160,Average
35.67,56.66,820,74,Average
39.98,47.06,891,123,Average
23.24,63.4,460,90,Average
20.93,72.75,812,91,Good
34.66,81.67,705,198,Bad
36.35,48.29,1528,195,Bad
24.87,68.25,920,107,Good
24.57,79.25,712,64,Bad
37.37,77.83,854,67,Bad
31.97,83.2,1413,125,Good
21.7,74.05,830,199,Average
22.34,66.62,514,73,Bad
26.15,86.69,1767,186,Average
36.82,68.08,1800,81,Good
36.43,74.14,881,67,Average
22.81,43.77,978,169,Bad
20.49,81.2,1237,96,Average
21.33,66.94,1043,80,Good
22.99,47.36,369,166,Bad
26.97,56.37,1295,164,Good
35.18,85.91,309,161,Bad
37.44,63.3,1701,90,Good
28.18,89.11,356,97,Average
28.5,40.37,831,114,Good
34.16,83.82,613,101,Bad
27.5,64.65,1369,52,Good
25.66,60.34,403,106,Good
34.19,78.46,1933,66,Bad
32.09,77.84,1205,163,Bad
31.53,57.97,684,68,Average
37.78,80.58,1192,77,Bad
37.87,49.8,1095,136,Average
25.34,62.8,989,182,Good
27.84,79.66,396,82,Average
34.88,76.09,1768,150,Average
33.33,43.12,407,65,Bad
35.88,77.73,1787,187,Bad
31.82,55.16,734,75,Average
33.61,58.45,1296,199,Average
28.91,56.7,227,85,Good
39.19,46.7,499,52,Bad
26.17,40.9,251,183,Bad
24.36,41.85,1111,101,Average
38.25,71.42,1406,94,Good
33.64,67.14,1823,69,Average
25.46,54.64,1225,139,Excellent
21.55,77.76,1902,104,Average
26.64,57.39,899,84,Excellent
30.64,62.78,1304,178,Good
30.46,59.86,270,181,Average
31.23,71.08,431,128,Good
25.79,56.6,200,131,Good
36.23,75.98,216,100,Bad
35.47,81.62,803,129,Average
20.88,54.24,1099,197,Average
30.91,76.05,342,154,Bad
26.44,55.61,1896,86,Excellent
38.57,51.93,709,75,Bad
32.8,46.0,529,185,Bad
22.15,78.19,895,80,Average
34.09,81.48,709,84,Bad
26.98,81.96,1284,160,Average
33.81,45.49,398,103,Bad
22.66,59.35,553,127,Average
32.16,87.08,405,91,Bad
37.63,67.46,854,147,Good
28.88,87.54,1720,158,Average
29.43,43.16,1828,78,Average
35.29,75.16,1325,157,Bad
24.2,53.61,1072,197,Average
23.89,64.37,587,171,Bad
36.3,48.14,1795,163,Bad
30.58,74.34,1694,197,Good
38.2,87.0,1703,135,Average
22.92,58.86,669,135,Average
36.55,48.03,911,104,Average
35.82,68.42,1214,55,Average
30.14,85.41,784,82,Average
27.17,59.29,372,102,Good
35.56,82.44,448,118,Bad
22.86,57.69,621,178,Bad
33.1,87.88,1542,109,Average
33.8,42.51,1236,73,Bad
37.11,84.12,817,183,Bad
31.73,41.38,1846,122,Good
38.53,80.22,1875,186,Bad
33.68,63.12,255,186,Bad
30.29,45.45,1432,77,Average
26.63,74.13,305,103,Good
37.36,43.45,1468,156,Bad
34.31,61.23,665,173,Bad
20.26,61.06,447,115,Average
20.88,82.64,1307,183,Bad
24.69,66.59,766,156,Bad
34.34,41.1,1948,67,Bad
32.74,41.24,1321,73,Bad
33.0,49.27,433,158,Bad
26.86,82.16,963,138,Good
23.78,88.2,634,179,Bad
35.24,42.16,1091,65,Bad
38.52,42.49,696,187,Bad
39.58,81.19,283,178,Bad
33.07,71.67,1889,138,Good
25.2,83.88,504,189,Bad
34.12,40.45,1556,155,Bad
31.59,80.87,1909,124,Good
28.87,73.27,1085,195,Good
27.94,73.58,1588,78,Good
37.46,42.7,1351,76,Bad
31.64,69.06,1415,145,Excellent
31.84,43.96,727,137,Average
26.14,50.66,1152,101,Excellent
37.99,50.46,1177,95,Good
34.13,76.84,1145,145,Average
24.96,69.21,1159,134,Good
38.92,49.43,1148,193,Bad
37.64,84.74,1992,74,Bad
24.78,61.34,1646,51,Average
24.97,65.42,1016,105,Good
23.27,56.1,645,121,Average
38.99,79.82,582,60,Bad
26.45,49.81,1676,130,Good
25.18,71.28,480,124,Good
39.33,83.07,541,131,Bad
23.36,70.55,1256,159,Average
24.09,61.94,496,92,Average
21.58,59.38,1994,104,Good
24.73,59.94,343,50,Bad
27.78,82.71,1177,126,Good
31.96,77.74,1278,132,Good
35.58,53.52,882,96,Good
25.68,65.67,1575,128,Excellent
21.42,67.05,352,158,Bad
21.89,71.75,628,116,Average
35.25,68.42,1641,168,Average
20.48,73.86,346,103,Average
28.77,73.97,1203,117,Excellent
37.54,65.7,1620,137,Good
35.43,41.74,1090,93,Average
39.49,84.04,532,166,Bad
23.86,65.23,586,59,Bad
26.34,44.1,1194,165,Average
35.37,83.31,849,177,Bad
24.07,57.46,671,75,Bad
31.7,63.39,1815,145,Excellent
32.97,46.02,845,149,Average
25.29,46.31,643,62,Bad
21.13,63.23,613,120,Average
23.65,83.52,1978,158,Bad
26.66,78.45,1793,195,Average
31.25,50.46,1945,181,Good
26.05,71.13,1795,120,Excellent
31.6,65.42,1092,107,Excellent
38.97,65.97,1364,187,Average
38.07,76.18,1682,129,Average
25.82,64.37,1052,183,Good
39.86,77.55,1389,118,Average
34.95,54.87,439,105,Average
37.56,40.41,558,56,Bad
35.0,60.5,342,172,Bad
33.93,53.58,1145,144,Good
34.55,79.59,1709,131,Average
30.53,72.28,1528,112,Excellent
33.35,80.17,265,107,Bad
34.92,69.34,553,121,Average
23.37,70.24,589,154,Bad
29.7,84.4,1328,197,Average
28.13,67.72,1859,91,Excellent
35.69,64.21,1086,84,Good
24.92,65.69,688,138,Average
34.14,80.41,330,88,Bad
33.44,40.51,583,88,Bad
31.0,71.0,856,94,Excellent
34.33,45.18,1975,62,Bad
33.65,73.15,1801,64,Average
30.46,68.83,396,105,Good
38.98,87.34,977,123,Average
26.78,51.3,1563,151,Good
39.8,43.65,720,169,Bad
25.29,53.95,1039,195,Good
24.36,71.19,671,56,Bad
30.38,81.55,881,127,Good
37.17,78.58,208,78,Bad
40.0,62.81,1937,164,Average
39.27,42.44,747,72,Bad
30.33,45.99,1061,143,Good
36.17,83.29,424,72,Bad
33.78,63.15,1083,157,Average
23.95,79.03,367,180,Bad
27.11,81.29,618,169,Bad
34.55,66.99,307,87,Average
39.81,55.18,314,98,Average
21.42,77.71,1958,90,Average
35.18,58.58,1139,97,Good
25.04,83.69,1139,154,Average
24.66,69.1,459,154,Bad
21.72,82.92,1949,165,Bad
30.08,58.78,643,118,Good
28.03,54.9,936,71,Good
20.35,83.09,628,70,Bad
34.72,65.28,410,170,Bad
21.58,53.89,1207,89,Good
21.41,88.48,611,140,Bad
35.26,71.89,1079,180,Average
32.07,89.89,908,53,Bad
32.94,42.61,566,104,Bad
39.98,85.41,494,133,Bad
22.2,78.32,727,184,Bad
39.36,54.2,1690,116,Good
30.33,82.99,502,150,Average
37.35,75.33,1618,62,Bad
28.11,81.02,1551,143,Good
27.79,79.2,584,82,Average
38.16,46.49,1219,136,Average
33.41,49.51,429,103,Bad
21.77,77.45,349,108,Bad
22.85,51.63,736,88,Average
32.15,51.38,1838,90,Good
28.29,48.32,241,90,Average
39.28,71.03,1462,59,Average
36.38,66.54,1195,58,Average
28.05,67.15,1106,91,Excellent
32.52,78.75,1719,156,Bad
38.42,60.21,577,60,Bad
22.15,57.95,694,163,Bad
37.92,56.26,1147,64,Average
37.96,83.14,1316,109,Average
28.87,79.62,1827,192,Average
24.66,60.49,1266,194,Average
38.56,89.22,836,185,Bad
28.24,44.78,1161,56,Average
29.16,87.23,511,132,Average
21.02,59.9,1469,171,Average
37.25,69.75,565,63,Bad
24.2,70.83,860,92,Good
29.14,67.98,930,50,Good
32.94,42.06,968,58,Bad
36.93,57.08,557,102,Average
35.13,47.07,543,143,Bad
36.32,89.41,1896,193,Bad
28.18,41.14,1100,179,Average
38.49,52.4,1693,89,Good
37.04,47.96,547,129,Bad
33.67,84.38,495,102,Bad
25.53,53.93,1148,177,Good
33.56,79.03,800,176,Bad
23.52,73.02,930,61,Average
22.55,61.18,1289,135,Good
38.8,78.56,204,135,Bad
31.49,84.64,733,172,Bad
20.5,66.75,476,71,Bad
39.06,62.39,1604,117,Good
30.29,65.53,301,105,Good
29.28,43.42,1622,65,Average
26.28,43.92,466,81,Average
38.41,69.05,815,171,Average
38.97,64.76,1540,50,Average
39.04,85.19,647,185,Bad
26.98,54.69,470,106,Good
21.51,47.33,1028,177,Bad
38.33,77.12,1801,154,Bad
25.78,83.84,1350,195,Average
39.29,81.55,771,107,Bad
25.35,47.72,1278,145,Good
29.38,79.3,1346,71,Average
39.74,87.32,897,59,Bad
20.22,61.48,866,106,Good
37.03,42.13,563,62,Bad
36.52,67.4,869,107,Good
20.01,59.38,1587,122,Good
30.0,67.74,218,52,Average
30.1,47.7,1408,60,Average
30.16,85.31,1450,87,Good
21.75,40.86,720,167,Bad
24.1,54.56,1423,111,Good
33.47,56.02,1804,80,Good
21.56,74.76,496,188,Bad
30.34,66.05,1162,134,Excellent
35.68,49.68,312,83,Bad
28.37,78.7,1696,185,Average
26.66,69.44,353,181,Average
35.83,55.95,1771,151,Average
22.9,68.59,1912,152,Average
36.37,84.13,587,75,Bad
30.6,74.62,1774,84,Excellent
22.69,62.59,1926,88,Good
37.61,44.44,1530,189,Bad
29.49,48.89,1978,64,Average
37.31,42.05,1593,158,Bad
39.72,52.11,231,117,Average
27.16,66.01,1999,150,Excellent
39.13,64.77,962,177,Average
30.21,86.59,699,103,Average
32.4,70.61,1924,171,Average
22.84,71.53,644,141,Average
22.07,41.01,681,190,Bad
21.22,59.57,1708,143,Good
37.68,50.51,291,164,Bad
22.79,70.63,1623,139,Good
25.91,44.11,1223,104,Good
26.03,58.72,933,94,Excellent
29.62,50.12,278,169,Average
34.32,78.41,267,120,Bad
35.17,59.36,1237,68,Average
39.76,45.61,1637,139,Average
25.92,89.77,317,187,Bad
21.54,45.0,507,51,Bad
24.23,84.73,1919,76,Bad
39.13,62.07,1488,64,Average
30.83,59.77,1457,181,Good
33.6,82.25,1437,197,Bad
37.27,88.95,1281,106,Average
35.58,41.27,1795,175,Bad
38.78,50.99,1593,151,Average
24.13,59.45,502,94,Average
38.42,86.3,1184,164,Bad
39.36,80.24,716,117,Bad
27.95,63.93,995,187,Good
28.08,48.56,1602,60,Average
20.89,67.46,1539,125,Good
35.66,55.54,1217,100,Good
39.79,42.11,1259,93,Average
22.23,47.23,1627,71,Bad
26.94,59.1,510,77,Average
34.67,54.58,1149,194,Average
21.36,82.79,489,56,Bad
29.09,68.8,1003,132,Excellent
30.53,41.65,856,69,Average
21.91,89.4,1193,104,Average
34.14,65.32,1043,137,Good
35.37,45.71,1872,65,Bad
35.81,55.37,711,172,Bad
21.79,81.98,1534,60,Bad
32.21,59.55,1364,67,Average
28.04,73.93,796,172,Average
32.61,82.48,1944,63,Bad
25.7,50.84,1992,61,Good
23.47,70.03,1787,171,Average
26.43,55.73,1334,119,Excellent
23.7,75.07,581,167,Bad
33.59,70.53,1129,187,Average
29.14,56.88,632,151,Average
31.08,85.19,211,183,Bad
25.9,60.8,889,137,Excellent
34.72,52.81,1554,77,Average
33.97,84.62,1695,198,Bad
39.24,70.54,1246,178,Average
31.18,42.41,780,81,Average
22.97,63.38,1648,165,Average
27.73,44.23,1938,173,Average
33.2,73.69,1682,88,Good
37.78,63.16,1484,135,Good
22.9,71.36,825,84,Good
22.71,53.17,696,113,Average
20.45,58.02,1607,51,Average
34.75,72.38,1036,123,Good
24.33,41.65,461,174,Bad
34.15,43.3,335,128,Bad
33.99,83.95,649,92,Bad
27.89,85.15,1915,93,Good
34.22,58.6,632,198,Bad
30.77,82.77,1446,136,Good
39.94,70.56,1633,78,Average
38.53,77.34,1145,182,Bad
30.01,50.89,1280,133,Excellent
39.86,69.77,1651,70,Average
39.89,66.63,1426,115,Good
26.11,84.93,585,103,Average
30.75,68.71,788,154,Average
38.9,44.3,1890,123,Average
31.89,49.46,826,139,Good
29.72,53.72,896,182,Good
20.56,48.15,1220,157,Bad
36.28,68.26,555,63,Bad
37.17,72.45,1779,107,Good
36.59,69.79,1181,196,Average
25.95,86.48,867,170,Average
24.92,82.96,1964,99,Average
35.4,68.86,1180,146,Good
31.81,60.01,1930,130,Excellent
35.85,83.77,1094,55,Bad
26.07,67.22,378,95,Good
39.28,68.23,1551,186,Average
36.96,55.4,1340,131,Good
28.4,79.25,1161,89,Good
25.39,42.11,664,193,Bad
36.85,63.0,468,133,Average
23.69,58.26,925,56,Average
38.43,46.78,222,160,Bad
28.41,49.04,799,166,Bad
28.79,63.37,939,74,Good
20.2,81.66,453,154,Bad
23.06,63.69,1263,90,Good
24.89,85.18,506,178,Bad
28.16,85.92,691,185,Bad
23.04,48.79,612,185,Bad
35.36,58.01,226,63,Bad
36.05,75.58,1385,188,Bad
24.81,72.56,1724,50,Average
21.29,66.03,1686,80,Good
31.19,55.66,707,143,Good
39.63,43.58,688,100,Bad
22.68,58.3,929,167,Average
20.73,45.39,1487,139,Average
24.69,69.29,1854,162,Average
23.43,82.8,295,96,Bad
37.2,48.29,1711,117,Average
27.47,86.85,961,101,Good
29.57,81.66,1994,80,Good
29.55,81.61,723,107,Average
39.95,45.37,635,156,Bad
37.57,42.72,1602,125,Average
22.2,56.06,1508,162,Average
31.08,80.06,1894,158,Average
33.31,75.17,312,67,Bad
37.08,63.84,1184,126,Good
37.67,51.13,1849,184,Average
32.3,69.16,914,157,Average
29.58,66.17,1796,83,Excellent
21.08,78.13,1220,73,Bad
30.67,72.92,1002,84,Excellent
21.3,86.47,1973,93,Average
23.25,60.84,963,168,Average
23.85,61.9,777,52,Bad
23.62,88.06,639,55,Bad
28.35,61.75,970,165,Good
33.5,43.79,607,161,Bad
36.34,89.23,1686,149,Average
31.97,57.75,1477,140,Excellent
38.59,78.24,751,142,Bad
34.37,84.16,395,174,Bad
23.65,87.41,536,77,Bad
21.16,58.85,1249,172,Average
34.94,60.15,1827,75,Average
27.14,47.68,1275,154,Average
24.46,65.49,419,126,Average
25.81,76.88,1552,53,Average
38.4,52.01,1977,86,Good
39.15,65.08,466,149,Average
22.16,50.27,559,95,Average
23.97,56.52,1081,83,Good
38.99,60.72,1221,183,Average
23.63,67.44,1221,115,Good
20.32,41.17,1446,134,Average
36.65,86.24,426,146,Bad
20.8,56.62,327,167,Bad
39.21,83.77,1405,147,Average
28.46,78.41,1574,146,Good
35.2,71.72,1201,147,Good
37.8,72.27,1696,126,Good
21.65,44.87,1683,124,Average
38.18,63.88,1597,169,Average
25.71,71.91,1963,145,Excellent
25.4,44.86,1797,193,Average
38.02,59.12,1447,167,Average
26.08,73.19,298,83,Good
24.65,43.89,497,156,Bad
24.56,60.95,402,138,Average
26.13,83.66,626,188,Bad
32.63,44.42,1676,100,Average
37.4,58.18,1738,52,Average
23.66,62.69,436,191,Bad
30.68,54.56,473,115,Good
20.36,62.79,550,165,Bad
20.76,82.79,839,196,Bad
20.98,80.76,1730,61,Bad
33.4,87.1,1034,70,Bad
27.83,49.71,925,90,Good
29.53,89.44,1671,62,Average
28.11,81.4,1543,100,Good
25.2,64.15,1414,89,Excellent
38.86,65.09,1988,162,Average
30.18,81.72,1403,71,Average
33.38,54.36,1108,108,Good
31.36,77.97,385,179,Bad
24.51,41.41,969,158,Bad
29.64,54.88,828,126,Excellent
32.98,87.99,866,105,Average
28.8,65.61,1480,51,Good
32.92,72.62,1674,131,Good
21.61,83.04,1761,119,Average
33.27,64.08,1414,77,Average
30.61,72.14,1503,162,Good
31.52,80.44,1324,192,Average
31.89,85.53,1038,180,Average
28.97,61.69,1995,117,Excellent
37.4,57.74,518,146,Average
36.39,78.6,1253,89,Average
30.2,63.89,1839,186,Good
22.33,53.75,832,131,Good
31.97,46.19,1821,58,Average
23.94,65.06,432,198,Bad
24.41,53.31,1800,77,Average
31.85,78.71,1797,103,Good
35.14,63.67,1291,169,Average
33.8,83.8,1184,167,Bad
34.47,87.08,948,70,Bad
39.68,70.06,896,131,Good
30.45,45.18,774,135,Average
38.7,77.25,1651,100,Average
32.77,82.62,990,194,Bad
39.42,54.57,1129,144,Good
38.61,54.3,1604,58,Average
32.62,68.53,1655,93,Good
28.36,43.62,391,159,Bad
38.18,62.32,1877,102,Good
21.4,42.06,1441,103,Average
36.78,43.91,1797,151,Bad
28.43,80.66,1862,146,Good
35.41,77.16,801,139,Average
39.99,44.87,1578,145,Average
21.84,61.11,1489,137,Good
28.28,69.04,445,160,Average
35.11,58.43,1510,120,Good
33.51,60.38,581,149,Average
24.94,86.65,614,88,Bad
21.0,85.8,736,169,Bad
37.15,85.86,859,191,Bad
31.96,56.53,1537,89,Excellent
26.97,67.91,1060,193,Good
33.37,65.11,1886,177,Average
29.6,81.75,1798,129,Good
23.55,47.37,1108,167,Bad
24.64,70.43,642,108,Average
